	kvk_number	name	alternative_names	norms	websites	sbi_code	sbi_code_description	zipcode	city	segment	category	employees	created_at
94	73695823	breukelen	['breukelecafetaria breukelebreukelen']	['unknown', 'cybersecurity & privacy']		56102	Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.	3621AH	Breukelen	nan	nan	1.0	2020-12-22T16:19:56.182541+01:00
95	65934482	fhi	['fhi brands europe', 'fhi']	['unknown', 'sharps_injury_protection']		47543	Winkels in overige elektrische huishoudelijke apparatuur	5346TD	Oss	nan	nan	1.0	2020-12-22T16:19:56.182566+01:00
96	61918970	jacobus recourt taxaties	['jacobus recourt taxaties']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.recourttaxaties.nl,www.recourttaxaties.nl	6831	Bemiddeling bij handel, huur of verhuur van onroerend goed	2514AA	's-Gravenhage	nan	nan	2.0	2020-12-22T16:19:56.182591+01:00
97	34346368	meinema projectinrichting	['meinema projectinrichting', 'de meubelmakelaar']	['ergonomie_administratieve_ruimtes__en_kantoren', 'unknown']	www.meinema.nl	4665	Groothandel in bedrijfsmeubels	1511HV	Oostzaan	nan	nan	9.0	2020-12-22T16:19:56.182616+01:00
98	04037246	westo prefab betonsystemen	['westo prefab betonsystemewesto prefab betonsystemen', 'westo prefab betonsystemen']	['unknown', 'conservering_van_beton_met_organische_deklagen']		23611	Vervaardiging van producten van beton voor de bouw	7741LC	Coevorden	nan	nan	61.0	2020-12-22T16:19:56.182641+01:00
99	52147800	Baas	['baas']		www.fotobaas.nl,www.fotobaas.nl,www.fotobaas.nl	3212	Bewerken van edelstenen en vervaardiging van sieraden e.d. (geen imitatie)	2861TX	Bergambacht			2.0	2020-12-22T16:19:56.182664+01:00
100	24478193	KNMG	['knmg', 'mts h ferguson en mm ferguson-van maremaatschap h ferguson en mm ferguson-van mare']	['cybersecurity & privacy', 'toegang en uitwisseling van patientgegevens']	www.ferguson.knmg.nl	8621	Praktijken van huisartsen	3087CA	Rotterdam	nan	nan	0.0	2020-12-22T16:19:56.182687+01:00
101	17130261	Stater	['erbo interieur & meubelbouw', 'stater', 'erbo speciaalmeubelbouw vof']	['cybersecurity & privacy']	www.erbo.nu	31012	Vervaardiging van bedrijfsmeubels	5737RV	Lieshout	nan	nan	2.0	2020-12-22T16:19:56.205436+01:00
102	08220030	Sallcon	['sallco sociale werkvoorziening']	['cybersecurity & privacy']	www.sallcon.nl,www.sallcon.nl,www.sallcon.nl,www.sallcon.nl,www.sallcon.nl,www.sallcon.nl	32991	Sociale werkvoorziening	7418CC	Deventer	nan	nan	0.0	2020-12-22T16:19:56.205518+01:00
103	72346019	BCM+	['bcm', 'bcm+']	['cybersecurity & privacy']		5621	Eventcatering	6842BG	Arnhem	nan	nan	1.0	2020-12-22T16:19:56.205564+01:00
104	67580270	Asten	['astehandelsonderneming ast']	['cybersecurity & privacy']		45112	Handel in en reparatie van personenauto's en lichte bedrijfsauto's (geen import van nieuwe)	8263AA	Kampen	nan	nan	2.0	2020-12-22T16:19:56.205605+01:00
105	14087235	Boels Zanders	['boels zanders', 'boels zanders advocate']	['cybersecurity & privacy']	www.boelszanders.nl,www.boelszanders.nl	69101	Advocatenkantoren, bewindvoerders en curatoren	6199AG	Maastricht-Airport	nan	nan	110.0	2020-12-22T16:19:56.205642+01:00
106	63934469	Stichting Nostram	['stichting nostram']	['cybersecurity & privacy']	www.nostram.nl,www.nostram.nl	86929	Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten	6703CB	Wageningen	nan	nan	0.0	2020-12-22T16:19:56.205678+01:00
107	70331790	Delft	['delft', 'gastouderopvang delft']	['cybersecurity & privacy']	www.gastouderopvangdelft.nl	88999	Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn	8245GJ	Lelystad	nan	nan	2.0	2020-12-22T16:19:56.205714+01:00
108	20031659	AncoferWaldram Steelplates	['ancoferwaldram steelplates', 'ancofer nederland']	['constructiestaal']	www.ancoferwaldram.nl,www.ancoferwaldram.nl	46722	Groothandel in ferrometalen en -halffabrikaten	4905BS	Oosterhout	MKB, ZZP	nan	92.0	2020-12-22T16:19:56.205746+01:00
109	17148719	Coreworks	['coreworks ictor events', 'coreworks']	['event structures']	www.victorevents.nl	7311	Reclamebureaus	5231XA	's-Hertogenbosch	MKB, ZZP	Directe gebruikers	30.0	2020-12-22T16:19:56.205779+01:00
110	60036370	Sidijk Heereeen	['sidijk heereeesidijk']	['speeltoestellen en andere recreatieve voorzieningen', 'parkour', 'sport', 'klimwanden', 'beknelling', 'bergsport- en klimartikelen']		46496	Groothandel in sportartikelen (geen watersport)	8448CM	Heerenveen	MKB, ZZP	nan	0.0	2020-12-22T16:19:56.205812+01:00
111	40341460	Koninklijke Roeiers Vereeniging Eendracht	['koninklijke roeiers vereeniging eendracht']	['dienstverlening bootliedenorganisaties']	www.krve.nl	9412	Beroepsorganisaties			MKB, ZZP	Producenten / leveranciers hoofdproduct	74.0	2020-12-22T16:19:56.228878+01:00
112	30151792	Vestas Benelux	['vestas beneluxestas benelux', 'neg micon holland', 'nedwind']	['windturbines (nec 88)']		2811	Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)	6825MN	Arnhem	Industrie & Handel	Producenten / leveranciers hoofdproduct	172.0	2020-12-22T16:19:56.228951+01:00
113	64905047	Van Doorn Soest	['van doorn soestan doorn materieel']	['better biomass schemabeheer']		3317	Reparatie en onderhoud van overige transportmiddelen	3763LB	Soest	Industrie & Handel	nan	0.0	2020-12-22T16:19:56.228992+01:00
114	17066875	Philips Consumer Lifestyle	['philips consumer electronics', 'philips consumer lifestyle']	['gebruikseigenschappen van huishoudelijke toestellen (nec 59)', 'biocompatibiliteit en biologisch onderzoek']		2751	Vervaardiging van elektrische huishoudapparaten	5656AG	Eindhoven	nan	Producenten / leveranciers aanhangende product	3009.0	2020-12-22T16:19:56.229027+01:00
115	01057509	Visserijbedrijf C Nagel	['visserijbedrijf c nagelisserijbedrijf c nagelisserijbedrijf a en c nagel']	['blackbox garnalenvisserij']		0311	Zee- en kustvisserij	8607DZ	Sneek	Industrie & Handel	Producenten / leveranciers hoofdproduct	1.0	2020-12-22T16:19:56.229064+01:00
116	73810797	AVAG	['avag', 'avag holding']	['oog- en gelaatsbescherming', 'digitale_transformatie_in_agrofood_sector']		64301	Beleggingsinstellingen in financiële activa	4941GZ	Raamsdonksveer	Branche organisaties	Producenten / leveranciers hoofdproduct	1.0	2020-12-22T16:19:56.229100+01:00
117	77150015	NOA	['noa heem', 'noa']	['dekvloeren']	www.noaheem.nl	47915	Detailhandel via internet in huis- en tuinartikelen	6415AB	Heerlen	Branche organisaties	Uitvoerende / toepassende / dienstverlenende partijen	0.0	2020-12-22T16:19:56.229136+01:00
118	01134734	VTO	['salom ambianceeenbaas technisch onderhoud', 'vtoto']	['better biomass schemabeheer']		33123	Reparatie en onderhoud van machines voor een specifieke bedrijfstak	9831PA	Aduard	Consumenten organisaties	nan	2.0	2020-12-22T16:19:56.229167+01:00
119	53767608	H Stegeman	['h stegemahgj stegeman en gh stegeman-hoentjemts hgj stegeman en gh stegeman-hoentjede stille maatschap tussen hgj stegeman en gh stegeman-hoentje']	['werkgroep nen 7776', 'microbiologie van de voedselketen']		01422	Overige vleesveehouderij en zoogkoeienbedrijven	7245VR	Laren	Testen, certificatie & accreditatie	Adviserende organisaties	2.0	2020-12-22T16:19:56.229195+01:00
120	51478811	beroep	['beroep']	['unknown']		4618	Handelsbemiddeling gespecialiseerd in overige goederen	5613EB	Eindhoven	nan	nan	0.0	2020-12-22T16:19:56.229224+01:00
121	62472895	de mar 2d	['de mar 2d']	['unknown']	www.demar.nl,www.demar.nl,www.demar.nl	16239	Vervaardiging van overig timmerwerk voor de bouw (geen deuren, ramen en kozijnen)	9001XX	Grou	nan	nan	50.0	2020-12-22T16:19:56.252559+01:00
122	20109714	kolpia klimaatonderzoek	['kolpia klimaatonderzoek']	['unknown']	www.kolpia.nl,www.kolpia.nl	72199	Overig natuurwetenschappelijk speur- en ontwikkelingswerk (niet biotechnologisch)	4751XC	Oud Gastel	nan	nan	1.0	2020-12-22T16:19:56.252634+01:00
123	11032657	kusch + co	['kusch + co  io', 'kusch + co']	['unknown']		46471	Groothandel in huismeubilair	4104AR	Culemborg	nan	nan	6.0	2020-12-22T16:19:56.252677+01:00
124	59579919	pitchparrot	['pitchparrot', 'illucrative', 'audiobait', 'pitchparrot studios']	['unknown']		74101	Communicatie- en grafisch ontwerp	3013AM	Rotterdam	nan	nan	3.0	2020-12-22T16:19:56.252712+01:00
125	80123872	studio buijs	['studio ravenna buijs', 'studio buijs']	['unknown']		74101	Communicatie- en grafisch ontwerp	1094HP	Amsterdam	nan	nan	1.0	2020-12-22T16:19:56.252747+01:00
126	01087061	van hall larenstein	['stichting van hall larensteistichting holding van hall larenstei', 'van hall larensteihogeschool vhl']	['unknown']	www.vanhalllarenstein.nl,www.vanhalllarenstein.nl	8541	Niet-universitair hoger onderwijs	8934CJ	Leeuwarden	nan	nan	0.0	2020-12-22T16:19:56.252779+01:00
127	80170064	de wit	['de wit']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		0161	Dienstverlening voor de akker- en/of tuinbouw	9114RW	Driezum	nan	nan	2.0	2020-12-22T16:19:56.252813+01:00
128	24166911	quooker international	['quooker international', 'peteri', 'henri peteri', 'henri peteri beheer', 'quooker']	['unknown', 'gezond_binnenklimaat_van_gebouwen']	www.quooker.nl,www.quooker.nl	2751	Vervaardiging van elektrische huishoudapparaten	2984AJ	Ridderkerk	nan	nan	37.0	2020-12-22T16:19:56.252846+01:00
129	76042189	river	['river lily', 'river']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		47916	Detailhandel via internet in vrijetijdsartikelen	7908ED	Hoogeveen	nan	nan	0.0	2020-12-22T16:19:56.252881+01:00
130	17026532	Kampert-Nauta	['marketingictnl', 'hipdesign kunst en kaartewebprinting', 'weij reclamestudio', 'slingernl', 'beleggingsmaatschappij de heek', 'marketingict', 'sneleenboeknl', 'kampert-nauta', 'nauta en haagen', 'prinrg solutiopleging beheer', 'webprintingnl', 'zeppos', 'nxtpublishing', 'kampert-nauta online', 'printgigantnl']	['cybersecurity & privacy']	www.kampertnauta.nl,www.kampertnauta.nl,www.kampertnauta.nl,www.kampertnauta.nl,www.kampertnauta.nl,www.kampertnauta.nl	1813	Prepress- en premedia-activiteiten	5342PX	Oss	nan	nan	60.0	2020-12-22T16:19:56.252913+01:00
131	20159159	Amphia ziekenhuis	['amphia ziekenhuis']			86221	Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie)	4819EV	Breda			4.0	2020-12-22T16:19:56.273449+01:00
132	31006154	Dynniq Peek Traffic	['nettenbouw', 'dynniq peek traffic', 'dynniq nederland', 'imtech infra', 'imtech traffic & infra', 'imtech nettenbouw']	['verkeerslichten en signaalgevers', 'elektrische verkeersregel-installaties (nec 214)']		4222	Leggen van elektriciteits- en telecommunicatiekabels	5451HW	Mill	nan	Producenten / leveranciers hoofdproduct	5.0	2020-12-22T16:19:56.273507+01:00
133	71665897	Alkmaar	['alkmaar', 'abc alkmaar']	['cybersecurity & privacy']	www.abc-alkmaar.nl	88103	Ondersteuning en begeleiding van gehandicapten	1813KG	Alkmaar	nan	nan	2.0	2020-12-22T16:19:56.273539+01:00
134	20098690	NIVEL	['nivel']	['cybersecurity & privacy']	www.nivelgroep.nl,www.nivelgroep.nl	7810	Arbeidsbemiddeling	4811AG	Breda	nan	nan	2.0	2020-12-22T16:19:56.273565+01:00
135	08131046	Ten Kate & Huizinga	['pleiter & tulen accountants', 'p & t', 'ten kate & huizinga', 'tulen accountants & adviseurs']	['cybersecurity & privacy']	www.mazars.nl,www.mazars.nl	69202	Accountants-administratieconsulenten	3528BE	Utrecht	nan	nan	0.0	2020-12-22T16:19:56.273587+01:00
136	33182306	Tom Tekst	['tom tossijn tekst', 'tom tekst']	['cybersecurity & privacy']		9003	Schrijven en overige scheppende kunst	1025LE	Amsterdam	nan	nan	1.0	2020-12-22T16:19:56.273612+01:00
137	40530817	NKI-AVL	['stichting nki-avl', 'het nederlands kanker instituut', 'stichting het nederlands kanker instituut', 'stichting het nederlands kanker instituut-antoni van leeuwenhoek ziekenhuis', 'het nederlands kankerinstituut', 'nki-avl']	['cybersecurity & privacy']	www.nki.nl,www.nki.nl,www.nki.nl,www.nki.nl	86103	Categorale ziekenhuizen	1066CX	Amsterdam	nan	nan	0.0	2020-12-22T16:19:56.273635+01:00
138	50233165	De Welplaat	['sociaal werkvoorzieningsschap de welplaat', 'de welplaat', 'sw de welplaat']	['cybersecurity & privacy']	www.welplaat.nl,www.welplaat.nl,www.welplaat.nl,www.welplaat.nl,www.welplaat.nl,www.welplaat.nl	32991	Sociale werkvoorziening	3208LG	Spijkenisse	nan	nan	0.0	2020-12-22T16:19:56.273663+01:00
139	34373720	i2i	['i2i']	['cybersecurity & privacy']	www.i2i.eu	69209	Overige administratiekantoren	1058EA	Amsterdam	nan	nan	4.0	2020-12-22T16:19:56.273687+01:00
140	09183984	4real IT Solutions	['wirelesscare', '4real it solutions', 'braakhekke it consultancy']	['cybersecurity & privacy']	www.4realit.nl	6202	Advisering op het gebied van informatietechnologie	7261PX	Ruurlo	nan	nan	1.0	2020-12-22T16:19:56.273708+01:00
141	24228922	Saybolt Nederland	['saybolt nederland', 'handelslaboratorium saybolt-van duyn', 'saybolt heinrici nederland']	['vloeibare en gasvormige brandstoffen', 'smeermiddelen en verwante producten']	www.saybolt.com,www.saybolt.com	52292	Weging en meting	3133KT	Vlaardingen	nan	Uitvoerende / toepassende / dienstverlenende partijen	56.0	2020-12-22T16:19:56.296229+01:00
142	27228724	Mistras Group	['physical acoustics', 'tlp beheer', 'mistras group']	['niet-destructief onderzoek', 'niet destructief onderzoek', 'conservering_van_beton_met_organische_deklagen']	www.mistrasgroup.nl,www.mistrasgroup.nl	46695	Groothandel in meet- en regelapparaten	3208LE	Spijkenisse	MKB, ZZP	Producenten / leveranciers hoofdproduct	49.0	2020-12-22T16:19:56.296297+01:00
143	09038453	Nu-Swift	['nu-swift', 'cebufa brandbeveiliging', 'couwenberg noodverlichting', 'nu-swift brandbeveiliging']	['draagbare en verrijdbare blusmiddelen']		46699	Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)	6826TP	Arnhem	MKB, ZZP	Onderzoeks- en kennisinstellingen	72.0	2020-12-22T16:19:56.296364+01:00
144	02321837	Ziegler Brandweertechniek	['karrosseriebedrijf winschoten', 'ziegler firefighting equipment', 'ziegler brandweertechniek']	['brandweeruitrusting']	www.zieglerfirefighting.com	29201	Carrosseriebouw	9672AS	Winschoten	MKB, ZZP	Producenten / leveranciers hoofdproduct	73.0	2020-12-22T16:19:56.296404+01:00
145	58758305	Yevgenia	['yevgenia pmu', 'yevgenia holding', 'yevgenia']	['veilig tatoeëren en pmu']	www.yevgenia.nl,www.yevgenia.nl,www.yevgenia.nl	4645	Groothandel in parfums en cosmetica	3223KC	Hellevoetsluis	MKB, ZZP	Producenten / leveranciers hoofdproduct	7.0	2020-12-22T16:19:56.296440+01:00
146	02078901	3Force	['3force']	['nta nieuwe gastoestelcategorie']		2521	Vervaardiging van ketels en radiatoren voor centrale verwarming	9636HV	Zuidbroek	MKB, ZZP	Producenten / leveranciers hoofdproduct	3.0	2020-12-22T16:19:56.296481+01:00
147	30202950	Icopal	['icopal assets nederland', 'esha group', 'icopal']	['grip op bitumen - asfalt impuls']		2059	Vervaardiging van overige chemische producten (rest)	9744TC	Groningen	MKB, ZZP	nan	94.0	2020-12-22T16:19:56.296520+01:00
148	24220080	Ravebo	['ravebo supply', 'deha international', 'madeko international', 'ravebo', 'didex', 'menro international']	['werkplek- en buitenluchtmetingen']	www.ravebo.nl	46693	Groothandel in verbrandingsmotoren, pompen en compressoren	3232LN	Brielle	MKB, ZZP	Uitvoerende / toepassende / dienstverlenende partijen	26.0	2020-12-22T16:19:56.296545+01:00
149	12035574	Munckhof Taxi	['munckhof taxi tilburg', 'munckhof taxi ridderkerk', 'munckhof taxi horst', 'munckhof taxi', 'munckhof regie', 'munckhof taxi arnhem', 'munckhof taxi eindhovemunckhof taxi zaandam']	['publicatieplatform optie 3']	www.munckhoftaxi.nl,www.munckhoftaxi.nl,www.munckhoftaxi.nl,www.munckhoftaxi.nl,www.munckhoftaxi.nl,www.munckhoftaxi.nl	4932	Vervoer per taxi	5961PV	Horst	Industrie & Handel	nan	174.0	2020-12-22T16:19:56.296569+01:00
150	30207515	MILabs	['milabs']	['registratie iso/iec 8824']		32502	Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek)	3991CD	Houten	Industrie & Handel	Directe gebruikers	9.0	2020-12-22T16:19:56.296594+01:00
151	33129581	Nestle Nederland	['nestle nederland', 'drop of life', 'hatras', 'nestlé nederland', 'nestlé purina petcare nederland']	['melk en zuivelproducten', 'voedsel geschikt voor vegetariërs/veganisten']		1051	Vervaardiging van zuivelproducten (geen consumptie-ijs)	1181VX	Amstelveen	Industrie & Handel	Producenten / leveranciers hoofdproduct	165.0	2020-12-22T16:19:56.319990+01:00
152	35013100	Forbo Eurocol	['forbo eurocol nederland', 'eurocol', 'forbo eurocol']	['lijmen', 'gezond_binnenklimaat_van_gebouwen']	www.eurocol.com,www.eurocol.com	2052	Vervaardiging van lijm en bereide kleefmiddelen	1521NA	Wormerveer	Branche organisaties	Producenten / leveranciers hoofdproduct	147.0	2020-12-22T16:19:56.320051+01:00
153	17082195	STABU	['stabu']	['unknown', 'wg - regels voor informatiemodellering van de gebouwde omgeving', 'regels voor informatiemodellering van de gebouwde omgeving', 'nederlands_secretariaat_cen_tc459_staalnormalisatie_in_europa']	stabu.com,stabu.com,stabu.com,stabu.com	4661	Groothandel in landbouwmachines, werktuigen en tractoren	5688HR	Oirschot	Branche organisaties	Onderzoeks- en kennisinstellingen	4.0	2020-12-22T16:19:56.320078+01:00
154	73190292	ESTA	['esta', 'esta interieur']	['hijswerktuigen']		47915	Detailhandel via internet in huis- en tuinartikelen	7424EE	Deventer	Branche organisaties	Directe gebruikers	0.0	2020-12-22T16:19:56.320102+01:00
155	09153334	bruil beton & mix	['bruil beton & mix', 'oudenallen beton', 'bruil betobruil mix']	['unknown']	www.bruil.nl,www.bruil.nl,www.bruil.nl,www.bruil.nl	2363	Vervaardiging van stortklare beton	6717AH	Ede	nan	nan	95.0	2020-12-22T16:19:56.320123+01:00
156	39022746	feenstra verwarming	['feenstra service utiliteit & specials', 'feenstra middeunited energy works', 'energierent', 'energie service amsterdam', 'energie service apeldoorverhuur en energie service gelderland', 'feenstra verwarming']	['unknown']		43222	Installatie van verwarmings- en luchtbehandelingsapparatuur	4004JL	Tiel	nan	nan	119.0	2020-12-22T16:19:56.320144+01:00
157	11070660	r-go solutions	['r-go solutions']	['unknown']		86922	Arbobegeleiding en reïntegratie	4141JA	Leerdam	nan	nan	0.0	2020-12-22T16:19:56.320165+01:00
158	06044102	tonzon	['tonzotonzon']	['unknown']	www.tonzon.nl,www.tonzon.nl,www.tonzon.nl,www.tonzon.nl	4329	Overige bouwinstallatie	7547RD	Enschede	nan	nan	12.0	2020-12-22T16:19:56.320185+01:00
159	32135710	creative change	['creative change', 'creative change management']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		64303	Beleggingsinstellingen met beperkte toetreding	3831RE	Leusden	nan	nan	0.0	2020-12-22T16:19:56.320206+01:00
160	70903824	stichting go	['stichting go for gambia', 'stichting go']	['unknown', 'gezond_binnenklimaat_van_gebouwen']		69202	Accountants-administratieconsulenten	3335LB	Zwijndrecht	nan	nan	0.0	2020-12-22T16:19:56.320225+01:00
